_input,_num,_widgetName,_source,_resultNumber,_pageUrl,description,date,city,parish,county
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,139,Scroll of Extraction,Scroll of Extraction,138,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Joan Waterhouse alleges in her confession that she offered Sathan a red rooster in exchange for him frightening Agnes Browne but Sathan demands her body and soul instead. Joan is so frightened of him herself that she agrees to get him to leave. He departs to haunt Browne.(18-20) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 18-20,1566,Hatfield Peverel,Hatfield Peverel,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,565,Scroll of Extraction,Scroll of Extraction,138,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Grace Throckmorton the youngest girl has a fit while sitting in Agnes Samuel's arms and "on the suddaine fell on scratching of the maides hand merveilous fiercely to see but was not able to speake her mouth was shut up: yet did she grone and weepe greatly as if she had bene doing of some thing against her will but such was the childes short nayles and want of strength that she could not once ripple the skinne of the backe of her hands." This is two days after Joan Throckmorton is allegedly informed by the spirit Smack that Agnes must be scratched by each of the girls.(89-90) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 89-90,1593 March 21,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,140,Scroll of Extraction,Scroll of Extraction,139,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mother Agnes Waterhouse makes a second confession in which she admits to having killed a man. She also admits to having a familiar in the shape of a white cat which she used to kill many of her neighbours' cattle and the man and to turning the cat into a toad.(22-24) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 22-24,1566 July 27,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,566,Scroll of Extraction,Scroll of Extraction,139,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Joan Throckmorton has a fit in which she demands Agnes Samuel come to hear what the spirit Smack has to say. Joan claims Smack is angry with Agnes and that she must say the words Joan gives her or Joan will remain in her fit. The words are "As I am a witch and would have bewitched Mistris Ioan Throckmorton to death in her last weeke of great sicknesse so I charge the spirite to depart and to suffer her to be well at this present." When Agnes does Joan recovers but soon goes back into a fit. Joan continues having Agnes repeat after her forcing her to also say that she had bewitched Mistress Pickering of Ellington and that she bewitched the Throckmorton girls all over again after Mother Alice Samuel was imprisoned. Each statement causes Joan to recover briefly.(90-92) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 90-92,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,141,Scroll of Extraction,Scroll of Extraction,140,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Brown alleges in her deposition that she was churning butter when she was visited by a "thynge lyke a blacke dogge with [a] face like an ape a short ta[l]e a [cheine] and a syluer whystle (to her thinking) about his neck and a peyre of hornes on his heade & [held] in his mouth she keye of the milkehouse doore." She claims she was afraid and that this thing skipped and leaped and sat on a nettle.(28-36) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 28-36,1566,Hatfield Peverel,Hatfield Peverel,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,567,Scroll of Extraction,Scroll of Extraction,140,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Joan Throckmorton informs Agnes Samuel that Smack says she must "must also start and struggle and be payned in my body as well as my sister Iane is whensoever you (speaking to the mayde) shall name God or Jesus Christ or any good worke although I cannot heare you yet he doth heare you and he will make me start." (92-94) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 92-94,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,142,Scroll of Extraction,Scroll of Extraction,141,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Browne claims in her deposition that she asked the thing like a black dog what it wanted and it answered that it had come for some butter. When she told it she had none to give it put the key in the lock of the milkhouse door and insisted that it would have some butter. It opened the door set the key on a cheese on the shelf and stayed in there a while. When it finally emerged it locked the door behind itself told Brown that it had made some butter for her and left.(28-36) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 28-36,1566,Hatfield Peverel,Hatfield Peverel,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,568,Scroll of Extraction,Scroll of Extraction,141,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Robert Throckmorton is among the witnesses who hears Joan Throckmorton allegedly relaying Smack's words and demands Agnes have Smack tell her where Joan will scratch her. Smack then tells Joan to scratch Agnes on her right cheek for herself and on her left cheek for MIstress Pickering and adds "do so and the young witch were as good to take it patiently at the first for you shall have your pennyworth of her before you have done."(92-94) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 92-94,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,143,Scroll of Extraction,Scroll of Extraction,142,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Browne alleges in her confession that immediately after the thing like a black dog left she went to her aunt and told her what had happened. Her aunt sent for a priest who had Browne pray to God and call on the name of Jesus.(28-36) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 28-36,1566,Hatfield Peverel,Hatfield Peverel,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,569,Scroll of Extraction,Scroll of Extraction,142,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Agnes Samuel is made to ask the spirit Smack whether Mother Alice Samuel would confess fully at the Assizes. Smack allegedly says that Mother Samuel will as long as no-one gives her evil counsel and will also confess that "this young witch her daughter is a worse witch then her selfe for sayd the spirite to Mistresse Ioane (which wordes she did in order repeate after the spirite) when the olde witch had bewitched the Lady Crumwell and would have unwitched her again and could not she put it to her husband and badde him help her and when he could not he put it to this young witch his daughter & when she could not helpe her neither then she councelled her mother to kill her." To prove this Smack predicts Joan Throckmorton will have fits every time a stranger comes to the house before the Assizes.(92-94) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 92-94,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,144,Scroll of Extraction,Scroll of Extraction,143,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Browne alleges during her deposition that the thing like a black dog returned the next day with the milkhouse key in its mouth and she said to it "in the name of Iesus what haste thou there." The thing laid down the key told her she spoke evil words by using that name and departed. When Browne reported this her aunt (Anonymous 87) confiscated the key for two days and made Agnes show her the buttery print left on the cheese the previous day.(28-36) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 28-36,1566,Hatfield Peverel,Hatfield Peverel,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,570,Scroll of Extraction,Scroll of Extraction,143,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Smack allegedly tells Joan Throckmorton that she will emerge from her fits between that day and the assizes only at "three severall charges by the young witch: the first charge that she must use is as she is a witch and a worser witch then her mother in consenting to the death of the Lady Crumwell so I charge the spirite to depart and you shalbe well: the second is as she hath bewitched Mistresse Pickering of Ellington since her mother confessed: and the third is as she would have bewitched Mistresse Ioan Throckmorton to death in her last weeke of great sicknesse after which you shall be well." Agnes Samuel is made to do so right then and there and Joan emerges from her fit.(92-94) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 92-94,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,145,Scroll of Extraction,Scroll of Extraction,144,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Browne alleges during her deposition that the thing like a black dog returned a third time a few days after the second this time with a bean pod in its mouth. When the Queen's Attorney Master Gerard asked her how she knew that she replied that she bid it show her in the name of Jesus. It again told her she spoke evil words and departed only to return a short time later with bread in its mouth. This time she asked it what it wanted and it replied butter. She told it once more she had none to give it insisted it would have some anyway and left again.(28-36) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 28-36,1566,Hatfield Peverel,Hatfield Peverel,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,571,Scroll of Extraction,Scroll of Extraction,144,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Agnes Samuel is made to name all of Mother Alice Samuel's spirits. Smack allegedly answers for her through Joan Throckmorton who claims that Mother Samuel has nine spirits: "three which were called by the name of Smackes the 4. Plucke the 5. Blew the 6. Catch the 7. White the 8. Callico the 9. Hardname." Smack adds that "Mistres Ioane Throckmorton had himselfe who was the first of the Smackes Mistresse Mary had his cozen Smacke mistresse Elizabeth had his other cozen Smack mistres Iane had Blew Mistres Grace had White and the old woman had Hardname still with her in the Iayle and what was become of the rest he could not tell." Mother Samuel would feed them all daily with blood from her chin.(92-94) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 92-94,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,146,Scroll of Extraction,Scroll of Extraction,145,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Browne alleges in her deposition that she last saw the thing like a black dog the previous Wednesday which was July 24 1566. This time it came with a dagger in its mouth and asked her if she was dead. She replied that she was not and thanked God to which it said it would fix that by thrusting its dagger into her heart. Agnes claims she commanded it to lay down its knife in the name of Jesus but it refused to part with its "[sw]eete dames knyfe." She then asked who its dame was and it "nodded & wagged his head to your house mother water house."(28-36) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 28-36,1566 July 24,Hatfield Peverel,Hatfield Peverel,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,572,Scroll of Extraction,Scroll of Extraction,145,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Joan Throckmorton asks Smack whether John Samuel is a witch and Smack allegedly replies "he was a Witch & would be a worse then eyther this young witch is or the olde witch her mother was when they two are hanged for then all the spirites will come to him and he will doe more hurt then any have yet done for saith the spirite he hath alreadie bewitched a man and a woman." Joan then asks who it was John had bewitched and Smack refuses to say anything until Agnes Samuel has left the room. Agnes is taken out and watched to make sure she cannon eavesdrop. Smack then says it is John Samuel's neighbors Chappel and Mistress Chappel. Chappel is known to have fits and Mistress Chappel to be unable to stir.(94-95) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 94-95,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,147,Scroll of Extraction,Scroll of Extraction,146,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mother Agnes Waterhouse accuses Agnes Browne of lying on the basis that she owns nothing like the dagger Browne claimed the thing like a black dog threatened her with. Joan Waterhouse takes the opportunity to insist that when she conjured Sathan he appeared as a dog not a dog-thing with an ape's face. Queen's Attorney Master Gerard asks Mother Waterhouse to summon Sathan to settle the matter but she insists that she no longer has any power over him.(28-36) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 28-36,1566 July 27,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,573,Scroll of Extraction,Scroll of Extraction,146,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Smack allegedly says through Joan Throckmorton that Chappel should beat John Samuel to end his bewitchment. The spirit claims Samuel once asked him to break Chappel's neck in a fall; Smack "caused on the suddaine both his Pattins to be broken and if he had fallen on the stones as he fell in the myre he had beene maymed." Joan claims this information is new to her. When asked Chappel "confessed that he had once such a fall as he met with old Samuell in the streetes and both his Pattins were broken at one instant and because he would not fall upn the causie (for it was but narrow) into the myre wherin he was marveilously foyled and if an other neighbor had not beene with him he had beene in greater danger."(94-95) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 94-95,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,148,Scroll of Extraction,Scroll of Extraction,147,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Queen's Attorney Master Gerard demands Mother Agnes Waterhouse tell the court of the times when she had allowed Sathan to suck her blood. Mother Waterhouse insists that she never did until Master Gerard has her kerchief pulled back to reveal the red spots on her face and nose; she then admits to letting Sathan suck but instead insists that she had not let him do so in a fortnight.(34-36) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 34-36,1566 July 27,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,574,Scroll of Extraction,Scroll of Extraction,147,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Agnes Samuel is brought back into the parlor and made to ask the spirit Smack whether Joan Throckmorton will be well on the way to the Assizes and whether she would be better at the Assizes or remaining at home. Smack allegedly replies that "it shold be worse for the young witch if mistresse Ioan went and shee should be well all the way shee went untill shee had taken her chamber and then she should fall into her fit." Smack adds that Joan will have numerous fits the day of the Assizes and tells Agnes she must bring Joan out of them by saying three things "The first must be as she is a worser witch then her mother in bewitching the Ladye Crumwell to death the second as she hath bewitched Mistresse Pickering of Ellington since her mother confessed and the third as she would have bewitched mistres Ioan Throckmorton to death in her last weeke of great sicknesse." (95-96) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 95-96,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,149,Scroll of Extraction,Scroll of Extraction,148,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mother Agnes Waterhouse makes her final confession on the day of her execution July 29 1566. She admits to having been a witch for the last 15 years to have committed many abominable deeds and to desire God's forgiveness for her abuse of His name and her devilish practices. (38-40) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 38-40,1566 July 29,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,575,Scroll of Extraction,Scroll of Extraction,148,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Smack allegedly tells Joan Throckmorton that she must pare her fingernails after scratching Agnes Samuel because "the young witches blood will sticke on your nayles and you must burne her blood least you be worse afterwardes." Joan then tells Agnes to say the words to bring her out of her fit and banish Smack so she can go to bed.(96) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 96,1593 March 25,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,150,Scroll of Extraction,Scroll of Extraction,149,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mother Waterhouse confesses on the day of her execution to having sent her familiar Sathan to hurt and destroy the goods of a tailor named Wardol whom she was offended by. Sathan was unable to do anything to him despite numerous attempts because Wardol "was so strong in fayth that he hadde no power to hurt hym."(38-40) Appears in: Phillips John. The Examination and Confession of Certain Witches. London: 1566 38-40,1566 July 29,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,576,Scroll of Extraction,Scroll of Extraction,149,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Dr. Dorington comes to visit the Throckmortons with his brother John Dorington. As the are strangers to the house Joan Throckmorton falls into a tormenting fit. While Joan in this fit Agnes Samuel is called into the room and asked to say the Lord's Prayer and assert her belief in God. Every time Agnes says God Jesus Christ or the Holy Ghost Joan "did marveilously start and struggle at it so that she could scarcely sitte upon her stoole." Agnes is then made to say her words to bring Joan out of the fit.(96) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 96,1593 March 27,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,151,Scroll of Extraction,Scroll of Extraction,150,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Davie Thurlowe who is "strangely taken and greatly tormented" and whose had in twisted fully backwards allegedly recovers from his torments after Ursley Kempe visits him. Kempe had employed a combination of countermagic and reassurance to do this work. She took Davie's hand and said "A good childe howe art thou loden and so went thrise out of the doores and euery time when shee came in shee tooke the childe by the hands and saide A good childe howe art thou loden." Kempe reassured Thurlow firmly stating "I warrant thee I thy Childe shall doe well enough." Grace Thurlowe under examination by Brain Darcey tells this story to Brian Darcy shortly before she recounts how her and Kempe had fallen out. (A-A2) Appears in: W. W. . A True and Just Record of the Information Examination and Confession of all the Witches taken at S. Osyth in the county of Essex. London: 1582 A-A2,1581,,St. Osyth; St. Ofes; St. Oses,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,577,Scroll of Extraction,Scroll of Extraction,150,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Joan Throckmorton has more fits when the Throckmorton home is visited by strangers this time Henry Cromwell a son of Sir Henry Cromwell and one of Sir Henry's men. Jane Throckmorton joins her sister in her fits and both are "very shrewdly handled" every time Agnes Samuel is made to say God or Christ Jesus. Agnes is made to say her words to end the fits.(96-97) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 96-97,1593 March 29,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,152,Scroll of Extraction,Scroll of Extraction,151,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Annis Glascocke is accused of having bewitched Martha Stevens Charity Page and the Page's child (or ward) to death. (102) Appears in: W. W. . A True and Just Record of the Information Examination and Confession of all the Witches taken at S. Osyth in the county of Essex. London: 1582 102,1582,,St. Osyth; St. Ofes; St. Oses,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,578,Scroll of Extraction,Scroll of Extraction,151,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Joan Throckmorton has a fit before supper that leaves her unable to stand until the after-dinner thanksgiving is said. She stands up during the thanksgiving to stand with her sisters while they say grace and "presently when grace was ended she fell upon the maide Nan Samuell and tooke her head under her armes and first scratched the right side of her cheeke and when she had done that now saide she I must scratch the left side for mine Aunte Pickering and scratch that also until bloud came forth of both sides very aboundantly." Agnes stands unmoving for the scratching though she "cried very pittifully desiring the Lord to be mercyfull unto her." (97-98) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 97-98,1593 March 31,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,153,Scroll of Extraction,Scroll of Extraction,152,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Rebecca West allegedly takes the devil in the shape of a gentleman for her husband. He appeared to her at night and "desired of her that he might have the same familiaritie with her that others that appeared unto her before." She agreed to his terms and the devil cold as clay kissed her and lead her about the room before declaring they were married. (15) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 15,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,579,Scroll of Extraction,Scroll of Extraction,152,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Joan Throckmorton sits calmly upon a stool after scratching Agnes Samuel and asks for scissors while Agnes trembles. Mistress Dorington pares her fingernails for her. Joan collects the parings throws them on the fire washes her hands and then throws the wash-water onto the fire as well. Joan then falls on her knees to pray and demands Agnes do the same. They say the Lord's Prayer and the Creed but Agnes continually says them wrongly. Dr. Dorington reads prayers from a book over them both.(97-98) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 97-98,1593 March 31,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,154,Scroll of Extraction,Scroll of Extraction,153,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Matthew Hopkins claims there is a coven of seven or eight witches living in his hometown of Manningtree Essex. These witches allegedly make sacrifices to the Devil and bid their imps to go to one another.(2) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 2,1644 March,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,580,Scroll of Extraction,Scroll of Extraction,153,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Joan Throckmorton exhorts Agnes Samuel at length after scratching her until Joan begins to weep and sob so hard that she cannot get the words out. She then manages to claim "she would not have scratched her but y she was forced unto it by the spirite." At these words Elizabeth Throckmorton falls into a sudden fit and tries to scratch Agnes but is restrained by the onlookers. Joan then "tooke one of the maides hands and held it to her sister Elizabeth and shee scratched it untill bloud came and seemed to be merveilous ioyfull that she had gotten bloud she pared her nayles also and washed her hands and threw all into the fire." After Agnes is made to say her words to bring both girls out of their fits.(97-98) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 97-98,1593 March 31,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,155,Scroll of Extraction,Scroll of Extraction,154,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Clarke is watched for four nights as a witch with up to ten people watching her.. On the fourth night her familiars as Holt Jarmara Vinegar Tom Sack and Sugar and Newes allegedly appear.(2) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 2,1644 March,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,581,Scroll of Extraction,Scroll of Extraction,154,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Jane Throckmorton is said to have been subjected to the most dangerous temptations of all of the Throckmorton girls. She is allegedly "often and divers times tempted to cast her selfe into the fire and into the water and to deprive her selfe of life by cutting her throate with her owne knife." During her fits she is often seen to pull a knife from its sheath and throw it as far from her as she can or under furniture while proclaiming "the spirit doth now tempt her to kill her selfe but she will not." She will also try to force herself into the fire so that if she were not restrained she would fall flat on it.(98-100) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 98-100,1592 March,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,156,Scroll of Extraction,Scroll of Extraction,155,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anonymous 121 discloses the names other witches living with her (The Manningtree Witches) and their imp familiars called Elemauzer Pyewacket Peckin the Crown and Grizzel Greedigut.(2-3) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 2-3,1644 March,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,582,Scroll of Extraction,Scroll of Extraction,155,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Jane Throckmorton has a fit at the dinner table and claims to see a thing sitting on the table before her. She and this thing talk about Agnes Samuel and then she falls into a "very extreame fit bowing and bending of her body as if shee would have broken her backe shaking of her hands as that she could not hold her knife steedfast & many times it would thrust it against her arme." (100-102) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 100-102,1593 March 15,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,157,Scroll of Extraction,Scroll of Extraction,156,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Matthew Hopkins claims that a witch's mark is defined by three criteria: first the mark is found in an unusual place on the body second no pain is felt when a pin or needle is thrust through it and third the mark is dry and close to the flesh (this indicates that a familiar has been sucking from it).(3-4) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 3-4,1647,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,583,Scroll of Extraction,Scroll of Extraction,156,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Jane Throckmorton's fit ends and she rises from the table. She walks to where Agnes is seated and casts a "marveilous heavie and discontented to looke tothe maide." When Agnes asks how she fares Jane replies "worse for you you young witch" and turns away with a look of loathing. Jane then refuses to talk to her any further saying that she cannot stand the sight or sound of her. Agnes is pressed by the company to ask Jane what the matter is and Jane finally says "the spirit saith that she must scratch her." Jane's mouth is then shut so she cannot speak any further and the child begins to weep angrily while looking yearningly at Agnes "as if the evill spirit had bene whetting and kindling her furie against the maide."(100-102) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 100-102,1593 March 15,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,158,Scroll of Extraction,Scroll of Extraction,157,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Matthew Hopkins claims that the devil does not desire witch's blood for nourishment but to further her damnation. Hopkins believes that in drawing blood out of teats (witch' marks) the devil is able to physically enter a witch's body and then become another creature such as a cat rat or mouse.(4-5) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 4-5,1647,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire|,584,Scroll of Extraction,Scroll of Extraction,157,http://witching.org/brimstone/detail.php?mode=county&county=Cambridgeshire,Agnes Samuel is made to ask Jane Throckmorton who is in the throes of a fit and unable to speak when the spirit has told Jane that she is supposed to scratch her. Jane answers by signing that she should scratch Agnes as soon as the post-meal grace has been said and that it will be on her right hand which was opposite to the hand Elizabeth had scratched the week before. At this Robert Throckmorton sends for Dr. Dorington and the neighbors to come as witnesses.(100-102) Appears in: Anonymous. The Most Strange and Admirable Discouerie of the Three Witches of Warboys . Unknown: 1593 100-102,1593 March 15,Warboys,Warboys,Cambridgeshire
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,159,Scroll of Extraction,Scroll of Extraction,158,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Matthew Hopkins asserts that an early form of testing for witchcraft in Essex and Suffolk was to keep the accused witch awake for several days on end. The thought was that if kept awake the witch would call on her familiars thus proving her guilty.(5) Appears in: Hopkins Matthew. The Discovery of Witches. London: 1647 5,1647,Manningtree,Manningtree,Essex
